#contig	Name	Description	start	stop	chr
chr10	ENSG00000273476.1	RP11-108L7.14	100967687	100968135	10
chr10	ENSG00000095539.15	SEMA4G	100969904	100985871	10
chr10	ENSG00000107815.7	TWNK	100987515	100994401	10
chr10	ENSG00000166171.12	DPCD	101570559	101609668	10
chr10	ENSG00000107833.10	NPM3	101781324	101783413	10
chr10	ENSG00000166189.7	HPS6	102065389	102068038	10
chr10	ENSG00000148840.10	PPRC1	102132993	102150331	10
chr10	ENSG00000166197.16	NOLC1	102152175	102163871	10
chr10	ENSG00000119915.4	ELOVL3	102226327	102229589	10
chr10	ENSG00000077150.18	NFKB2	102394109	102402529	10
chr10	ENSG00000269609.5	RPARP-AS1	102449816	102461106	10
chr10	ENSG00000120055.7	C10orf95	102450022	102451398	10
chr10	ENSG00000138111.14	MFSD13A	102461394	102477045	10
chr10	ENSG00000156398.12	SFXN2	102714537	102743492	10
chr10	ENSG00000148795.6	CYP17A1	102830530	102837533	10
chr10	ENSG00000214435.7	AS3MT	102869515	102901899	10
chr10	ENSG00000148843.13	PDCD11	103396647	103446292	10
chr10	ENSG00000138172.10	CALHM2	103446785	103452402	10
chr10	ENSG00000065618.18	COL17A1	104031285	104086002	10
chr10	ENSG00000197748.12	CFAP43	104129887	104232362	10
chr10	ENSG00000065621.14	GSTO2	104268872	104304945	10
chr10	ENSG00000148841.15	ITPRIP	104309697	104338404	10
chr10	ENSG00000231233.1	CFAP58-AS1	104351590	104353575	10
chr10	ENSG00000120051.14	CFAP58	104353763	104455090	10
chr10	ENSG00000148700.14	ADD3	109996367	110135565	10
chr10	ENSG00000119950.20	MXI1	110207604	110287365	10
chr10	ENSG00000138166.5	DUSP5	110497837	110511544	10
chr10	ENSG00000203867.7	RBM20	110644396	110839469	10
chr10	ENSG00000270589.1	RP11-348N5.7	110910595	110912244	10
chr10	ENSG00000150594.6	ADRA2A	111077162	111080907	10
chr10	ENSG00000119927.13	GPAM	112149863	112215377	10
chr10	ENSG00000197142.10	ACSL5	112374017	112428380	10
chr10	ENSG00000232934.7	RP11-324O2.3	112395812	112420007	10
chr10	ENSG00000227560.1	RPS15AP30	112987475	112987865	10
chr10	ENSG00000230018.1	RP11-481H12.1	113482615	113483113	10
chr10	ENSG00000197893.13	NRAP	113589665	113664127	10
chr10	ENSG00000148735.14	PLEKHS1	113751453	113783429	10
chr10	ENSG00000198924.7	DCLRE1A	113834724	113854383	10
chr10	ENSG00000043591.5	ADRB1	114044055	114046908	10
chr10	ENSG00000165816.12	VWA2	114239329	114291513	10
chr10	ENSG00000169129.14	AFAP1L2	114294823	114404756	10
chr10	ENSG00000165832.5	TRUB1	114938192	114977676	10
chr10	ENSG00000151892.14	GFRA1	116056924	116273467	10
chr10	ENSG00000175535.6	PNLIP	116545930	116567855	10
chr10	ENSG00000266200.6	PNLIPRP2	116620952	116645143	10
chr10	ENSG00000165868.13	HSPA12A	116671191	116849741	10
chr10	ENSG00000225302.2	RP11-539I5.1	116828760	116850205	10
chr10	ENSG00000188316.13	ENO4	116849511	116911788	10
chr10	ENSG00000225936.1	RP11-501J20.5	117239599	117241923	10
chr10	ENSG00000165646.11	SLC18A2	117241092	117277273	10
chr10	ENSG00000277879.1	RP11-129M16.4	117267115	117268668	10
chr10	ENSG00000277687.1	RP11-427L15.2	118692360	118693535	10
chr10	ENSG00000183605.16	SFXN4	119140912	119165667	10
chr10	ENSG00000198873.11	GRK5	119207588	119455619	10
chr10	ENSG00000228485.1	GRK5-IT1	119208530	119211760	10
chr10	ENSG00000242853.3	RN7SL749P	119212856	119213146	10
chr10	ENSG00000151929.9	BAG3	119651369	119677819	10
chr10	ENSG00000220842.6	RPL21P16	120354700	120355183	10
chr10	ENSG00000227307.1	RP11-95I16.2	120925546	120980700	10
chr10	ENSG00000278484.1	RP11-95I16.6	120984965	120985596	10
chr10	ENSG00000066468.22	FGFR2	121478333	121598458	10
chr10	ENSG00000226864.2	ATE1-AS1	121928311	121951965	10
chr10	ENSG00000276742.1	RP11-500G22.4	121956781	121957087	10
chr10	ENSG00000138162.18	TACC2	121989193	122254545	10
chr10	ENSG00000138152.8	BTBD16	122271305	122338162	10
chr10	ENSG00000166033.11	HTRA1	122461524	122514908	10
chr10	ENSG00000187908.16	DMBT1	122560664	122643736	10
chr10	ENSG00000138161.13	CUZD1	122832148	122850793	10
chr10	ENSG00000119965.12	C10orf88	122930902	122954380	10
chr10	ENSG00000196177.12	ACADSB	123008978	123058311	10
chr10	ENSG00000121898.12	CPXM2	123706206	123940267	10
chr10	ENSG00000278831.1	RP11-12J10.4	124623604	124624079	10
chr10	ENSG00000273599.1	RP11-59C5.3	124996063	125001491	10
chr10	ENSG00000203780.10	FANK1	125896538	126009592	10
chr10	ENSG00000148848.14	ADAM12	126012380	126388455	10
chr10	ENSG00000132334.16	PTPRE	127907060	128085855	10
chr10	ENSG00000227076.1	RP11-4C20.4	127934697	127936167	10
chr10	ENSG00000148773.13	MKI67	128096658	128126385	10
chr10	ENSG00000277218.1	RP11-500G10.5	130104568	130104998	10
chr10	ENSG00000176171.11	BNIP3	131966454	131982013	10
chr10	ENSG00000277959.1	RP11-45A17.2	131971201	131971533	10
chr10	ENSG00000151640.12	DPYSL4	132186899	132205776	10
chr10	ENSG00000226900.1	RP11-432J24.5	132511625	132518191	10
chr10	ENSG00000171811.13	CFAP46	132808391	132942823	10
chr10	ENSG00000232903.2	LINC01166	132943966	132965289	10
chr10	ENSG00000171798.17	KNDC1	133160446	133226412	10
chr10	ENSG00000151650.7	VENTX	133237403	133241929	10
chr10	ENSG00000151651.15	ADAM8	133262402	133276868	10
chr10	ENSG00000235245.1	RP11-122K13.12	133295186	133295977	10
chr10	ENSG00000230306.1	BANF1P2	133344642	133344906	10
chr10	ENSG00000148824.18	MTG1	133394093	133420665	10
chr10	ENSG00000203772.7	SPRN	133420670	133424572	10
chr10	ENSG00000214279.13	SCART1	133453945	133469183	10
chr10	ENSG00000130649.9	CYP2E1	133520405	133539122	10
chr11	ENSG00000230724.9	LINC01001	127203	139612	11
chr11	ENSG00000277290.1	RP11-326C3.16	243098	243483	11
chr11	ENSG00000174885.12	NLRP6	278364	285359	11
chr11	ENSG00000255026.1	RP11-326C3.2	287304	288987	11
chr11	ENSG00000142102.15	PGGHG	289137	296107	11
chr11	ENSG00000206013.2	IFITM5	298199	299526	11
chr11	ENSG00000185201.16	IFITM2	307630	309395	11
chr11	ENSG00000254910.1	RP11-326C3.7	310138	311141	11
chr11	ENSG00000185885.15	IFITM1	313505	314456	11
chr11	ENSG00000251661.3	RP11-326C3.11	318639	325631	11
chr11	ENSG00000142089.15	IFITM3	319668	321340	11
chr11	ENSG00000255328.1	RP11-326C3.12	327170	330122	11
chr11	ENSG00000270972.1	RP11-326C3.15	333191	333688	11
chr11	ENSG00000182272.11	B4GALNT4	369803	382116	11
chr11	ENSG00000184363.9	PKP3	392613	404908	11
chr11	ENSG00000185187.12	SIGIRR	405715	417397	11
chr11	ENSG00000185101.12	ANO9	418262	442011	11
chr11	ENSG00000161328.10	LRRC56	537526	554863	11
chr11	ENSG00000185522.8	LMNTD2	554916	560779	11
chr11	ENSG00000254815.5	RP11-496I9.1	557640	560107	11
chr11	ENSG00000099849.14	RASSF7	560403	564021	11
chr11	ENSG00000247095.2	MIR210HG	565659	568457	11
chr11	ENSG00000185507.19	IRF7	612552	615999	11
chr11	ENSG00000070031.3	SCT	626430	627143	11
chr11	ENSG00000069696.6	DRD4	637292	640706	11
chr11	ENSG00000177106.14	EPS8L2	694437	727727	11
chr11	ENSG00000177042.14	TMEM80	695532	705028	11
chr11	ENSG00000269915.1	AP006621.9	708563	709023	11
chr11	ENSG00000255284.1	AP006621.5	777577	784297	11
chr11	ENSG00000279672.1	CMB9-55F22.1	779616	780755	11
chr11	ENSG00000255142.1	AP006621.6	781644	782105	11
chr11	ENSG00000199785.1	SNORA52	811680	811814	11
chr11	ENSG00000177685.16	CRACR2B	826143	831991	11
chr11	ENSG00000215182.8	MUC5AC	1157952	1201138	11
chr11	ENSG00000117983.17	MUC5B	1223065	1262172	11
chr11	ENSG00000255153.1	TOLLIP-AS1	1309768	1310707	11
chr11	ENSG00000184545.10	DUSP8	1554043	1571920	11
chr11	ENSG00000205869.2	KRTAP5-1	1584341	1585283	11
chr11	ENSG00000244242.1	IFITM10	1732409	1750591	11
chr11	ENSG00000117984.13	CTSD	1752751	1764573	11
chr11	ENSG00000235027.1	AC068580.6	1760347	1762486	11
chr11	ENSG00000229512.1	AC068580.5	1763008	1763749	11
chr11	ENSG00000149043.16	SYT8	1828306	1837521	11
chr11	ENSG00000130598.15	TNNI2	1838988	1841680	11
chr11	ENSG00000130592.15	LSP1	1852969	1892267	11
chr11	ENSG00000283787.1	PRR33	1888576	1891772	11
chr11	ENSG00000130595.17	TNNT3	1919561	1938706	11
chr11	ENSG00000214026.10	MRPL23	1947277	1972793	11
chr11	ENSG00000130600.17	H19	1995162	2001470	11
chr11	ENSG00000167244.18	IGF2	2129111	2141238	11
chr11	ENSG00000183734.4	ASCL2	2268494	2270952	11
chr11	ENSG00000110665.11	C11orf21	2295644	2303049	11
chr11	ENSG00000064201.15	TSPAN32	2302060	2318200	11
chr11	ENSG00000053918.15	KCNQ1	2444683	2849109	11
chr11	ENSG00000129757.12	CDKN1C	2883212	2885881	11
chr11	ENSG00000110628.13	SLC22A18	2899790	2925246	11
chr11	ENSG00000181649.5	PHLDA2	2928272	2929455	11
chr11	ENSG00000236710.1	AC108448.2	3084392	3085443	11
chr11	ENSG00000005801.16	ZNF195	3339260	3379222	11
chr11	ENSG00000223756.6	TSSC2	3380960	3408978	11
chr11	ENSG00000189398.5	OR7E12P	3390779	3391752	11
chr11	ENSG00000167311.13	ART5	3638502	3642316	11
chr11	ENSG00000129749.3	CHRNA10	3665586	3669941	11
chr11	ENSG00000148985.19	PGAP2	3797818	3826371	11
chr11	ENSG00000230593.3	AC090804.1	3892397	3892887	11
chr11	ENSG00000132109.9	TRIM21	4384896	4393696	11
chr11	ENSG00000225101.4	OR52K3P	4474812	4475755	11
chr11	ENSG00000244734.3	HBB	5225463	5229395	11
chr11	ENSG00000223609.7	HBD	5232677	5235370	11
chr11	ENSG00000213934.6	HBG1	5248082	5249892	11
chr11	ENSG00000196565.13	HBG2	5253189	5645789	11
chr11	ENSG00000175518.6	UBQLNL	5514392	5516705	11
chr11	ENSG00000258659.6	TRIM34	5619763	5644398	11
chr11	ENSG00000181074.3	OR52N4	5754692	5755729	11
chr11	ENSG00000267940.1	RP11-290F24.6	6201900	6203253	11
chr11	ENSG00000132259.12	CNGA4	6234764	6244429	11
chr11	ENSG00000170955.9	PRKCDBP	6318945	6320647	11
chr11	ENSG00000282556.1	RP11-304C12.5	6323553	6324023	11
chr11	ENSG00000110169.10	HPX	6431048	6442617	11
chr11	ENSG00000254595.1	CTD-2010I16.1	6488185	6489377	11
chr11	ENSG00000254641.1	RP11-732A19.2	6608666	6610135	11
chr11	ENSG00000166341.7	DCHS1	6621322	6655854	11
chr11	ENSG00000158042.8	MRPL17	6680781	6683401	11
chr11	ENSG00000241678.1	RP11-732A19.1	6685890	6686369	11
chr11	ENSG00000254838.5	GVINP1	6713535	6746439	11
chr11	ENSG00000149050.9	ZNF214	6999317	7020368	11
chr11	ENSG00000251364.6	CTD-2516F10.2	7427265	7512515	11
chr11	ENSG00000183801.7	OLFML1	7485387	7511377	11
chr11	ENSG00000183378.11	OVCH2	7689437	7706421	11
chr11	ENSG00000275612.1	RP11-35J10.6	7698950	7699393	11
chr11	ENSG00000276668.1	RP11-35J10.7	7699561	7699988	11
chr11	ENSG00000166402.8	TUB	8019243	8106092	11
chr11	ENSG00000166405.14	RIC3	8106112	8169055	11
chr11	ENSG00000130413.15	STK33	8391867	8594289	11
chr11	ENSG00000166436.15	TRIM66	8612036	8671866	11
chr11	ENSG00000212607.1	SNORA3B	8685438	8685569	11
chr11	ENSG00000176029.13	C11orf16	8920084	8932989	11
chr11	ENSG00000254860.5	TMEM9B-AS1	8964773	8977527	11
chr11	ENSG00000175356.12	SCUBE2	9020390	9138114	11
chr11	ENSG00000254397.1	CTD-2371O3.2	9430355	9433486	11
chr11	ENSG00000268403.2	CTD-2371O3.3	9459555	9460521	11
chr11	ENSG00000166483.10	WEE1	9573680	9593457	11
chr11	ENSG00000243964.1	RPL23AP65	9606141	9606609	11
chr11	ENSG00000148926.9	ADM	10304679	10307397	11
chr11	ENSG00000133805.15	AMPD3	10308312	10507579	11
chr11	ENSG00000255823.4	MTRNR2L8	10507886	10509189	11
chr11	ENSG00000133800.8	LYVE1	10556965	10611689	11
chr11	ENSG00000072952.18	MRVI1	10573090	10693988	11
chr11	ENSG00000198730.7	CTR9	10750986	10779743	11
chr11	ENSG00000247271.6	ZBED5-AS1	10858796	10906802	11
chr11	ENSG00000250041.2	CTD-2003C8.2	10884884	10899322	11
chr11	ENSG00000255260.1	CTD-3224I3.3	11243187	11243715	11
chr11	ENSG00000110328.5	GALNT18	11270875	11622005	11
chr11	ENSG00000050165.17	DKK3	11963105	12009769	11
chr11	ENSG00000133816.13	MICAL2	12094007	12263789	11
chr11	ENSG00000133808.4	MICALCL	12276079	12359144	11
chr11	ENSG00000254847.1	RP11-51B23.3	12538082	12540967	11
chr11	ENSG00000189431.7	RASSF10	13009576	13012106	11
chr11	ENSG00000133794.17	ARNTL	13276651	13387266	11
chr11	ENSG00000262655.3	SPON1	13962688	14267884	11
chr11	ENSG00000110680.12	CALCA	14966667	14972354	11
chr11	ENSG00000188487.11	INSC	15112423	15247208	11
chr11	ENSG00000254789.2	RP11-531H8.2	15571818	15622403	11
chr11	ENSG00000166689.15	PLEKHA7	16777316	17014443	11
chr11	ENSG00000244398.1	RP11-466H18.1	16974692	16975013	11
chr11	ENSG00000184669.7	OR7E14P	17014046	17053024	11
chr11	ENSG00000272034.1	SNORD14A	17074653	17074744	11
chr11	ENSG00000201403.1	SNORD14B	17075778	17075868	11
chr11	ENSG00000197149.5	RP11-452G18.2	17228278	17229151	11
chr11	ENSG00000188211.8	NCR3LG1	17351725	17377341	11
chr11	ENSG00000260196.1	RP1-239B22.5	17380648	17383531	11
chr11	ENSG00000187486.5	KCNJ11	17385858	17389331	11
chr11	ENSG00000006071.12	ABCC8	17392884	17476845	11
chr11	ENSG00000166788.9	SAAL1	18069934	18106091	11
chr11	ENSG00000148965.9	SAA4	18231348	18236893	11
chr11	ENSG00000134339.8	SAA2	18239222	18248643	11
chr11	ENSG00000173432.10	SAA1	18266173	18269977	11
chr11	ENSG00000134333.13	LDHA	18394387	18408425	11
chr11	ENSG00000256006.1	AC084117.3	18405608	18406731	11
chr11	ENSG00000256361.1	RP11-613F22.6	18511042	18511475	11
chr11	ENSG00000151117.8	TMEM86A	18693121	18704785	11
chr11	ENSG00000254966.1	RP11-1081L13.4	18706536	18740568	11
chr11	ENSG00000110786.17	PTPN5	18727927	18792721	11
chr11	ENSG00000129170.8	CSRP3	19182029	19210573	11
chr11	ENSG00000129173.12	E2F8	19224062	19241620	11
chr11	ENSG00000255160.5	RP11-428C19.5	19299882	19308358	11
chr11	ENSG00000270607.1	RP11-359E10.1	19710933	19712619	11
chr11	ENSG00000183161.4	FANCF	22622518	22626787	11
chr11	ENSG00000169550.12	MUC15	26559032	26572233	11
chr11	ENSG00000176971.3	FIBIN	26994183	26996121	11
chr11	ENSG00000109881.16	CCDC34	27330826	27363868	11
chr11	ENSG00000205213.13	LGR4	27365960	27472775	11
chr11	ENSG00000240036.4	RP11-587D21.1	27581679	27582055	11
chr11	ENSG00000176697.18	BDNF	27654892	27722058	11
chr11	ENSG00000224411.3	HSP90AA2P	27888837	27891033	11
chr11	ENSG00000170959.14	DCDC1	30830368	31369810	11
chr11	ENSG00000184937.13	WT1	32387774	32435517	11
chr11	ENSG00000270903.1	HNRNPA3P9	32591792	32592771	11
chr11	ENSG00000135378.3	PRRG4	32829942	32858123	11
chr11	ENSG00000213713.3	PIGCP1	33075565	33076148	11
chr11	ENSG00000205177.6	C11orf91	33699540	33700801	11
chr11	ENSG00000135363.11	LMO2	33858575	33892289	11
chr11	ENSG00000166016.5	ABTB2	34150987	34358008	11
chr11	ENSG00000121691.4	CAT	34438924	34472062	11
chr11	ENSG00000135374.9	ELF5	34478792	34513805	11
chr11	ENSG00000135373.12	EHF	34621092	34661057	11
chr11	ENSG00000255443.1	RP1-68D18.4	35210342	35214985	11
chr11	ENSG00000251194.2	RP1-68D18.2	35212549	35214007	11
chr11	ENSG00000149090.11	PAMR1	35431822	35530300	11
chr11	ENSG00000179431.6	FJX1	35618418	35620868	11
chr11	ENSG00000179241.12	LDLRAD3	35943980	36232136	11
chr11	ENSG00000135362.13	PRR5L	36296287	36465204	11
chr11	ENSG00000175104.14	TRAF6	36487026	36510272	11
chr11	ENSG00000166352.15	C11orf74	36594492	36659290	11
chr11	ENSG00000254577.1	RP11-484D2.4	43390282	43395495	11
chr11	ENSG00000252355.1	RN7SKP287	43435131	43435397	11
chr11	ENSG00000254463.1	RP11-484D2.3	43466391	43466871	11
chr11	ENSG00000166199.12	ALKBH3	43880810	43920266	11
chr11	ENSG00000187479.5	C11orf96	43925341	43943786	11
chr11	ENSG00000244953.1	RP11-613D13.8	43943883	43947206	11
chr11	ENSG00000110455.13	ACCS	44065924	44084214	11
chr11	ENSG00000157570.11	TSPAN18	44726464	44932347	11
chr11	ENSG00000019485.13	PRDM11	45095805	45235110	11
chr11	ENSG00000175264.7	CHST1	45648876	45665622	11
chr11	ENSG00000181830.8	SLC35C1	45804071	45813015	11
chr11	ENSG00000165905.17	LARGE2	45921620	45929096	11
chr11	ENSG00000255007.1	CTD-2589M5.4	46256354	46274547	11
chr11	ENSG00000157613.10	CREB3L1	46277660	46321422	11
chr11	ENSG00000110492.15	MDK	46380755	46383837	11
chr11	ENSG00000180423.4	HARBI1	46602860	46617909	11
chr11	ENSG00000175213.2	ZNF408	46700817	46705912	11
chr11	ENSG00000134569.9	LRP4	46856867	46918642	11
chr11	ENSG00000025434.18	NR1H3	47248299	47269032	11
chr11	ENSG00000134571.10	MYBPC3	47331396	47352702	11
chr11	ENSG00000066336.11	SPI1	47354859	47378576	11
chr11	ENSG00000255197.5	RP11-750H9.5	47383147	47409190	11
chr11	ENSG00000172247.3	C1QTNF4	47589663	47594659	11
chr11	ENSG00000109919.9	MTCH2	47617314	47642623	11
chr11	ENSG00000165923.15	AGBL2	47659590	47715389	11
chr11	ENSG00000200090.1	Y_RNA	47726893	47726992	11
chr11	ENSG00000086205.16	FOLH1	49146634	49208670	11
chr11	ENSG00000134817.10	APLNR	57233576	57237314	11
chr11	ENSG00000156575.2	PRG3	57376768	57381150	11
chr11	ENSG00000186652.9	PRG2	57386793	57390657	11
chr11	ENSG00000186907.7	RTN4RL2	57460548	57476996	11
chr11	ENSG00000149150.8	SLC43A1	57484533	57515786	11
chr11	ENSG00000214872.8	SMTNL1	57542640	57550274	11
chr11	ENSG00000149131.15	SERPING1	57597386	57614853	11
chr11	ENSG00000166793.10	YPEL4	57645086	57649944	11
chr11	ENSG00000172409.5	CLP1	57657015	57661868	11
chr11	ENSG00000189057.10	FAM111B	59107184	59127410	11
chr11	ENSG00000245571.6	AP001258.4	59130132	59143015	11
chr11	ENSG00000166801.15	FAM111A	59142771	59155039	11
chr11	ENSG00000110042.7	DTX4	59171429	59208509	11
chr11	ENSG00000197629.5	MPEG1	59208587	59212951	11
chr11	ENSG00000255139.1	AP000442.1	59616428	59639861	11
chr11	ENSG00000234964.4	FABP5P7	59781317	59781722	11
chr11	ENSG00000134827.7	TCN1	59852799	59866575	11
chr11	ENSG00000149516.13	MS4A3	60056586	60071128	11
chr11	ENSG00000149534.8	MS4A2	60088260	60098466	11
chr11	ENSG00000110077.14	MS4A6A	60172013	60184666	11
chr11	ENSG00000214787.9	MS4A4E	60201252	60243088	11
chr11	ENSG00000110079.16	MS4A4A	60280540	60308972	11
chr11	ENSG00000166926.8	MS4A6E	60334830	60340968	11
chr11	ENSG00000166927.12	MS4A7	60378481	60395951	11
chr11	ENSG00000166928.10	MS4A14	60396013	60417756	11
chr11	ENSG00000156738.17	MS4A1	60455751	60470760	11
chr11	ENSG00000166959.7	MS4A8	60699573	60715811	11
chr11	ENSG00000166961.14	MS4A15	60756952	60776732	11
chr11	ENSG00000110104.11	CCDC86	60842070	60850765	11
chr11	ENSG00000006118.14	TMEM132A	60924462	60937083	11
chr11	ENSG00000013725.14	CD6	60971679	61020377	11
chr11	ENSG00000110448.10	CD5	61102394	61127852	11
chr11	ENSG00000256713.7	PGA5	61241041	61251448	11
chr11	ENSG00000187049.9	TMEM216	61391686	61398863	11
chr11	ENSG00000162148.10	PPP1R32	61481119	61490931	11
chr11	ENSG00000204950.3	LRRC10B	61508799	61511018	11
chr11	ENSG00000011347.9	SYT7	61515312	61581148	11
chr11	ENSG00000243742.5	RPLP0P2	61615035	61639449	11
chr11	ENSG00000124920.13	MYRF	61752648	61788518	11
chr11	ENSG00000168496.3	FEN1	61792802	61797244	11
chr11	ENSG00000149485.18	FADS1	61799624	61829318	11
chr11	ENSG00000134824.13	FADS2	61816255	61867354	11
chr11	ENSG00000221968.8	FADS3	61873518	61892051	11
chr11	ENSG00000167994.11	RAB3IL1	61897300	61920269	11
chr11	ENSG00000167995.15	BEST1	61949820	61965368	11
chr11	ENSG00000167996.15	FTH1	61959717	61967660	11
chr11	ENSG00000124939.5	SCGB2A1	62208667	62213939	11
chr11	ENSG00000162174.12	ASRGL1	62337447	62393412	11
chr11	ENSG00000149021.6	SCGB1A1	62405102	62423195	11
chr11	ENSG00000255446.1	CTD-2531D15.4	62421844	62426724	11
chr11	ENSG00000185085.2	INTS5	62646847	62653302	11
chr11	ENSG00000278615.4	C11orf98	62662815	62665217	11
chr11	ENSG00000162194.12	LBHD1	62669640	62671283	11
chr11	ENSG00000177363.4	LRRN4CL	62686401	62689899	11
chr11	ENSG00000185670.7	ZBTB3	62748318	62754188	11
chr11	ENSG00000168569.7	TMEM223	62771628	62792021	11
chr11	ENSG00000162227.7	TAF6L	62775649	62787342	11
chr11	ENSG00000269463.1	RP11-727F15.13	62807681	62808063	11
chr11	ENSG00000255717.6	SNHG1	62851987	62855914	11
chr11	ENSG00000277194.1	SNORD22	62852909	62853035	11
chr11	ENSG00000278527.1	SNORD22	62854160	62854285	11
chr11	ENSG00000168003.16	SLC3A2	62856101	62888875	11
chr11	ENSG00000168539.3	CHRM1	62908678	62921807	11
chr11	ENSG00000257002.1	AP000438.2	62917925	62918361	11
chr11	ENSG00000168004.9	HRASLS5	63461403	63491194	11
chr11	ENSG00000133317.14	LGALS12	63506083	63516774	11
chr11	ENSG00000133321.10	RARRES3	63536808	63546462	11
chr11	ENSG00000133328.3	HRASLS2	63552769	63563383	11
chr11	ENSG00000270269.1	IMMP1LP1	63632232	63632720	11
chr11	ENSG00000188070.9	C11orf95	63759891	63768775	11
chr11	ENSG00000168005.8	C11orf84	63813387	63827718	11
chr11	ENSG00000168439.16	STIP1	64185271	64204543	11
chr11	ENSG00000149781.12	FERMT3	64206677	64223798	11
chr11	ENSG00000256116.1	RP11-783K16.14	64229213	64234352	11
chr11	ENSG00000173457.10	PPP1R14B	64244479	64246938	11
chr11	ENSG00000219435.5	TEX40	64300390	64304770	11
chr11	ENSG00000168071.21	CCDC88B	64340222	64357534	11
chr11	ENSG00000162302.12	RPS6KA4	64359147	64372215	11
chr11	ENSG00000110076.18	NRXN2	64606173	64723188	11
chr11	ENSG00000068831.18	RASGRP2	64726910	64745456	11
chr11	ENSG00000068976.13	PYGM	64746388	64760297	11
chr11	ENSG00000168067.11	MAP4K2	64784913	64803241	11
chr11	ENSG00000171219.8	CDC42BPG	64823386	64844569	11
chr11	ENSG00000110047.17	EHD1	64851641	64888296	11
chr11	ENSG00000110046.12	ATG2A	64894545	64917248	11
chr11	ENSG00000168062.9	BATF2	64987942	64997045	11
chr11	ENSG00000110025.12	SNX15	65027407	65040572	11
chr11	ENSG00000168061.14	SAC3D1	65040900	65044817	11
chr11	ENSG00000168060.15	NAALADL1	65044828	65058549	11
chr11	ENSG00000146670.9	CDCA5	65066299	65084151	11
chr11	ENSG00000149809.14	TM7SF2	65111860	65116384	11
chr11	ENSG00000174276.6	ZNHIT2	65116402	65117708	11
chr11	ENSG00000254614.2	AP003068.23	65177605	65181686	11
chr11	ENSG00000149798.4	CDC42EP2	65314817	65322429	11
chr11	ENSG00000162241.12	SLC25A45	65375191	65383701	11
chr11	ENSG00000245532.7	NEAT1	65422773	65445540	11
chr11	ENSG00000251562.7	MALAT1	65497761	65506516	11
chr11	ENSG00000168056.15	LTBP3	65538804	65558930	11
chr11	ENSG00000173338.12	KCNK7	65592854	65595996	11
chr11	ENSG00000173327.7	MAP3K11	65597754	65614249	11
chr11	ENSG00000254470.2	AP5B1	65775892	65780802	11
chr11	ENSG00000172543.7	CTSW	65879808	65883741	11
chr11	ENSG00000175602.3	CCDC85B	65890111	65891635	11
chr11	ENSG00000175592.8	FOSL1	65892048	65900573	11
chr11	ENSG00000175315.2	CST6	66011840	66013505	11
chr11	ENSG00000254461.1	RP11-755F10.3	66259566	66259842	11
chr11	ENSG00000254855.1	RP11-867G23.1	66264776	66265654	11
chr11	ENSG00000174871.10	CNIH2	66278189	66284212	11
chr11	ENSG00000174851.15	YIF1A	66284579	66289170	11
chr11	ENSG00000174807.3	CD248	66314486	66317044	11
chr11	ENSG00000174791.10	RIN1	66332061	66336840	11
chr11	ENSG00000174684.6	B4GAT1	66345371	66347692	11
chr11	ENSG00000255468.6	RP11-867G23.8	66347949	66364804	11
chr11	ENSG00000174669.11	SLC29A2	66362520	66372214	11
chr11	ENSG00000254510.1	RP11-867G23.10	66409157	66417137	11
chr11	ENSG00000254986.7	DPP3	66480012	66509657	11
chr11	ENSG00000174080.10	CTSF	66563462	66568841	11
chr11	ENSG00000258297.1	RP11-658F2.8	66666682	66668374	11
chr11	ENSG00000173898.11	SPTBN2	66685247	66729226	11
chr11	ENSG00000173599.13	PC	66848232	66958376	11
chr11	ENSG00000173621.8	LRFN4	66856646	66860262	11
chr11	ENSG00000173156.6	RHOD	67056817	67072013	11
chr11	ENSG00000172613.7	RAD9A	67317870	67398182	11
chr11	ENSG00000175505.10	CLCF1	67364167	67374177	11
chr11	ENSG00000275484.1	CTC-1337H24.4	67374415	67374932	11
chr11	ENSG00000172531.14	PPP1CA	67398410	67419486	11
chr11	ENSG00000175463.11	TBC1D10C	67403914	67410089	11
chr11	ENSG00000172508.10	CARNS1	67414967	67425607	11
chr11	ENSG00000110697.12	PITPNM1	67491767	67506263	11
chr11	ENSG00000167797.7	CDK2AP2	67506496	67508631	11
chr11	ENSG00000231793.5	DOC2GP	67612652	67616257	11
chr11	ENSG00000167799.9	NUDT8	67627937	67629930	11
chr11	ENSG00000132746.14	ALDH3B2	67662161	67681200	11
chr11	ENSG00000239559.2	RPL37P2	67682771	67683058	11
chr11	ENSG00000255147.1	RP11-655M14.4	67749042	67756968	11
chr11	ENSG00000160172.10	FAM86C2P	67791647	67805336	11
chr11	ENSG00000110057.7	UNC93B1	67991103	68004982	11
chr11	ENSG00000006534.15	ALDH3B1	68008577	68029276	11
chr11	ENSG00000255306.1	RP5-901A4.1	68024808	68030461	11
chr11	ENSG00000275022.1	MIR6753	68044793	68044957	11
chr11	ENSG00000255031.5	RP11-802E16.3	68050739	68052858	11
chr11	ENSG00000069482.6	GAL	68683778	68691175	11
chr11	ENSG00000261625.1	RP11-554A11.4	69000764	69002048	11
chr11	ENSG00000172935.8	MRGPRF	69004647	69013409	11
chr11	ENSG00000110092.3	CCND1	69641086	69654474	11
chr11	ENSG00000255191.1	RP11-626H12.1	69985875	70015815	11
